PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
528365060,Two_Story_1946_and_Newer,Residential_Low_Density,96,10542,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Good,Average,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651,Good,Typical,PConc,Good,Typical,Gd,GLQ,3,Unf,0,138,1311,GasA,Excellent,Y,SBrkr,1325,1093,0,2418,1,0,2,1,3,1,Good,9,Typ,1,Typical,Attchd,1993.0,RFn,3,983,Typical,Typical,Paved,250,154,216,0,0,0,No_Pool,No_Fence,None,0,8,2008,WD ,Normal,-93.65579,42.049501,341000
527162120,Two_Story_1946_and_Newer,Residential_Low_Density,60,7500,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,476,952,GasA,Good,Y,SBrkr,952,684,0,1636,1,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,1998.0,Fin,2,440,Typical,Typical,Paved,0,84,0,0,0,0,No_Pool,No_Fence,None,0,10,2009,WD ,Normal,-93.639069,42.059161,191000
906394050,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,9317,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Above_Average,Average,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,1290,1314,GasA,Good,Y,SBrkr,1314,0,0,1314,0,0,2,0,3,1,Good,6,Typ,1,Good,Attchd,2006.0,RFn,2,440,Typical,Typical,Paved,0,22,0,0,0,0,No_Pool,No_Fence,None,0,3,2007,WD ,Normal,-93.688931,42.023226,176432
528354060,Two_Story_1946_and_Newer,Residential_Low_Density,92,9920,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Northridge,Norm,Norm,OneFam,Two_Story,Good,Average,1996,1997,Gable,CompShg,MetalSd,MetalSd,None,0,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,255,1117,GasA,Excellent,Y,SBrkr,1127,886,0,2013,1,0,2,1,3,1,Typical,8,Typ,1,Typical,Attchd,1997.0,Unf,2,455,Typical,Typical,Paved,180,130,0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD ,Normal,-93.655159,42.052361,269790
902204080,One_Story_1945_and_Older,Residential_Medium_Density,62,7404,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,One_Story,Below_Average,Above_Average,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,BrkTil,Fair,Typical,No,Unf,7,Unf,0,861,861,GasA,Typical,Y,SBrkr,861,0,0,861,0,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Detchd,1920.0,Unf,2,288,Typical,Typical,Dirt_Gravel,0,0,128,0,0,0,No_Pool,No_Fence,None,0,11,2009,Oth,Normal,-93.608829,42.032048,80000
923230200,Split_Foyer,Residential_Low_Density,50,7689,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Mitchell,Norm,Norm,OneFam,SFoyer,Average,Very_Good,1972,1972,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Good,Typical,Av,GLQ,3,BLQ,76,0,796,GasA,Good,Y,SBrkr,796,0,0,796,0,1,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Detchd,1998.0,Unf,1,336,Typical,Typical,Paved,138,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,7,2009,WD ,Normal,-93.601127,41.991365,131900
527214060,Two_Story_1946_and_Newer,Residential_Low_Density,82,16052,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Stone_Brook,Norm,Norm,OneFam,Two_Story,Very_Excellent,Average,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,734,Excellent,Typical,PConc,Excellent,Typical,No,GLQ,3,Unf,0,644,1850,GasA,Excellent,Y,SBrkr,1850,848,0,2698,1,0,2,1,4,1,Excellent,11,Typ,1,Good,Attchd,2006.0,RFn,3,736,Typical,Typical,Paved,250,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,-93.627767,42.060111,535000
534278190,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,8680,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1960,1960,Hip,CompShg,CemntBd,CmentBd,None,0,Typical,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,894,894,GasA,Typical,Y,SBrkr,894,0,0,894,0,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,1965.0,Unf,1,312,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,1,2007,WD ,Normal,-93.62144,42.043627,117600
534276160,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,7535,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Good,1958,1985,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,LwQ,279,522,912,GasA,Fair,Y,SBrkr,912,0,0,912,0,1,1,0,2,1,Typical,5,Typ,0,No_Fireplace,Attchd,1958.0,Fin,1,297,Typical,Typical,Paved,12,285,0,0,0,0,No_Pool,Minimum_Wood_Wire,Shed,480,6,2007,WD ,Normal,-93.621352,42.042577,120000
909276200,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,130,9600,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,One_and_Half_Fin,Average,Good,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Good,Good,BrkTil,Typical,Fair,No,Rec,6,Unf,0,300,728,GasA,Excellent,Y,SBrkr,976,332,0,1308,1,0,1,1,2,1,Typical,7,Min2,2,Typical,Detchd,1940.0,Unf,1,256,Typical,Typical,Paved,0,70,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.642371,42.018707,160000
904100020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,82,9488,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,OneFam,One_Story,Average,Above_Average,1947,1993,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,CBlock,Typical,Typical,No,Unf,7,Unf,0,1046,1046,GasA,Good,N,SBrkr,1054,0,0,1054,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,1947.0,Unf,1,240,Typical,Typical,Paved,0,60,122,0,0,0,No_Pool,No_Fence,None,0,9,2008,WD ,Abnorml,-93.658159,42.034391,124000
907252060,Two_Story_1946_and_Newer,Residential_Low_Density,0,12334,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,198,Good,Typical,PConc,Good,Typical,Av,Unf,7,Unf,0,1068,1068,GasA,Excellent,Y,SBrkr,1068,1116,0,2184,0,0,2,1,4,1,Good,8,Typ,1,Good,BuiltIn,2003.0,RFn,2,570,Typical,Typical,Paved,192,132,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.686218,42.018722,254750
903458110,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,0,7920,Pave,Gravel,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Artery,Norm,OneFam,One_and_Half_Fin,Above_Average,Good,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Fair,CBlock,Typical,Typical,No,Unf,7,Unf,0,319,319,GasA,Typical,Y,FuseA,1035,371,0,1406,0,0,1,0,3,1,Fair,6,Typ,0,No_Fireplace,No_Garage,nan,No_Garage,0,0,No_Garage,No_Garage,Dirt_Gravel,0,144,0,0,0,0,No_Pool,Minimum_Privacy,None,0,3,2008,WD ,Normal,-93.625289,42.02295,89500
903430070,Duplex_All_Styles_and_Ages,Residential_Medium_Density,50,3000,Pave,Gravel,Regular,Bnk,AllPub,Inside,Gtl,Old_Town,Norm,Norm,Duplex,Two_Story,Average,Very_Poor,1922,1950,Hip,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,BrkTil,Typical,Fair,No,Unf,7,Unf,0,1040,1040,GasA,Typical,N,SBrkr,1088,1040,0,2128,0,0,2,0,4,2,Typical,11,Sev,0,No_Fireplace,No_Garage,nan,No_Garage,0,0,No_Garage,No_Garage,Paved,0,56,0,0,0,0,No_Pool,No_Fence,None,0,9,2009,WD ,Abnorml,-93.621633,42.026956,62500
528168040,Two_Story_1946_and_Newer,Residential_Low_Density,93,11999,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,340,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1181,1181,GasA,Excellent,Y,SBrkr,1234,1140,0,2374,0,0,2,1,4,1,Excellent,10,Typ,1,Good,BuiltIn,2003.0,Fin,3,656,Typical,Typical,Paved,104,100,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.6545189,42.058619,285000
527163010,Two_Story_1946_and_Newer,Residential_Low_Density,75,10000,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Average,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,763,763,GasA,Good,Y,SBrkr,763,892,0,1655,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,1993.0,Fin,2,440,Typical,Typical,Paved,157,84,0,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,-93.636947,42.05848,175900
902103120,Duplex_All_Styles_and_Ages,Residential_Medium_Density,57,10307,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,Duplex,Two_Story,Above_Average,Average,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,Mn,LwQ,4,Unf,0,339,972,GasA,Good,N,FuseA,972,972,0,1944,1,0,2,0,4,2,Typical,12,Typ,0,No_Fireplace,Detchd,1920.0,Unf,2,324,Fair,Typical,Dirt_Gravel,0,28,169,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.6195025,42.0323259,103500
527301320,Two_Story_1946_and_Newer,Residential_Low_Density,94,13005,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,Two_Story,Good,Good,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278,Good,Typical,CBlock,Good,Typical,No,GLQ,3,Unf,0,153,845,GasA,Typical,Y,SBrkr,1153,1200,0,2353,1,0,2,1,4,1,Excellent,10,Typ,1,Typical,Attchd,1983.0,RFn,2,484,Typical,Typical,Paved,288,195,0,0,0,0,No_Pool,Good_Privacy,None,0,8,2009,WD ,Normal,-93.637343,42.053532,260000
903228040,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,50,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,Good,1937,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Good,BrkTil,Typical,Typical,No,Rec,6,LwQ,162,462,825,GasA,Excellent,Y,SBrkr,825,672,0,1497,0,0,2,0,3,1,Typical,5,Typ,0,No_Fireplace,Detchd,2004.0,Unf,1,672,Typical,Typical,Paved,272,0,0,0,0,0,No_Pool,Good_Privacy,None,0,5,2008,WD ,Normal,-93.621532,42.033473,157000
907135080,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,16561,Pave,No_Alley_Access,Moderately_Irregular,Low,AllPub,Inside,Mod,College_Creek,Norm,Norm,OneFam,One_Story,Average,Average,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Typical,PConc,Good,Typical,No,ALQ,1,Unf,0,548,1097,GasA,Excellent,Y,SBrkr,1097,0,0,1097,1,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1996.0,Unf,1,242,Typical,Typical,Paved,306,0,0,0,0,0,No_Pool,Good_Privacy,None,0,7,2007,WD ,Normal,-93.692696,42.019083,147900
909101060,One_Story_1945_and_Older,Residential_Low_Density,45,8248,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Fair,Fair,1914,1950,Gable,CompShg,Stucco,Stucco,None,0,Typical,Typical,BrkTil,Typical,Typical,No,BLQ,2,Unf,0,823,864,GasA,Typical,N,FuseF,864,0,0,864,1,0,1,0,2,1,Typical,5,Typ,0,No_Fireplace,No_Garage,nan,No_Garage,0,0,No_Garage,No_Garage,Dirt_Gravel,0,0,100,0,0,0,No_Pool,No_Fence,None,0,9,2008,WD ,Normal,-93.656735,42.022089,67000
905452160,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,9525,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Average,Good,1954,1998,Gable,CompShg,WdShing,Wd Shng,None,0,Typical,Typical,CBlock,Typical,Typical,Av,BLQ,2,Unf,0,218,1172,GasA,Typical,Y,SBrkr,1172,0,0,1172,1,0,1,0,3,1,Typical,5,Typ,0,No_Fireplace,Attchd,1954.0,Fin,1,366,Typical,Typical,Paved,240,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,-93.666097,42.02526,128000
535154080,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,9750,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,243,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,834,1442,GasA,Good,Y,SBrkr,1442,0,0,1442,0,0,1,1,4,1,Typical,7,Typ,0,No_Fireplace,Attchd,1958.0,RFn,1,301,Typical,Typical,Paved,0,0,275,0,0,0,No_Pool,No_Fence,Shed,500,4,2007,COD,Normal,-93.615281,42.043946,157900
535457090,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,81,7635,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,LwQ,350,237,1175,GasA,Excellent,Y,SBrkr,1175,0,0,1175,0,0,1,1,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,1960.0,RFn,2,484,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2010,WD ,Normal,-93.606742,42.034851,148000
909254010,Two_Story_1945_and_Older,Residential_Low_Density,53,7155,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,Two_Story,Good,Very_Good,1918,1990,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,BrkTil,Typical,Fair,Mn,Unf,7,Unf,0,600,600,GasA,Excellent,Y,SBrkr,628,600,0,1228,0,0,1,0,3,1,Typical,6,Typ,1,Good,Detchd,1918.0,Unf,1,215,Fair,Typical,Paved,0,113,0,0,195,0,No_Pool,Minimum_Privacy,None,0,5,2009,WD ,Normal,-93.644704,42.016957,137000
527163040,Two_Story_1946_and_Newer,Residential_Low_Density,59,7837,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,OneFam,Two_Story,Above_Average,Good,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,799,799,GasA,Good,Y,SBrkr,799,772,0,1571,0,0,2,1,3,1,Typical,7,Typ,1,Typical,Attchd,1993.0,RFn,2,380,Typical,Typical,Paved,0,40,0,0,0,0,No_Pool,No_Fence,None,0,5,2009,WD ,Normal,-93.636955,42.058274,178000
528186110,One_Story_PUD_1946_and_Newer,Residential_Low_Density,48,6373,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Excellent,Average,2006,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,572,Excellent,Typical,PConc,Excellent,Good,No,GLQ,3,Unf,0,1251,1666,GasA,Excellent,Y,SBrkr,1666,0,0,1666,1,0,2,0,2,1,Good,6,Typ,1,Good,Attchd,2006.0,RFn,2,575,Typical,Typical,Paved,228,75,0,0,0,0,No_Pool,No_Fence,None,0,6,2006,New,Partial,-93.65414,42.057164,310090
528427010,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,92,11932,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR2,Gtl,Somerset,Feedr,Norm,OneFam,One_Story,Very_Good,Average,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,1580,1580,GasA,Excellent,Y,SBrkr,1580,0,0,1580,0,0,2,0,3,1,Good,7,Typ,0,No_Fireplace,Attchd,2008.0,RFn,3,830,Typical,Typical,Paved,0,24,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,ConLD,Partial,-93.644107,42.054236,235128
