PID,Sale_Price
923203090,175514.3
923400040,159362.2
535452120,152463.9
908128100,209887.6
905402090,160712.8
907290180,144081.5
527210060,364890.0
534200030,105623.5
535377150,102657.4
902206020,77317.2
532477040,249107.6
535301160,128718.9
908226130,81459.6
909101180,134929.6
914478020,128950.6
914476010,167836.6
534430050,123960.9
907275140,310699.2
527357020,170173.3
910203290,118353.4
528480180,263364.6
916455150,316731.2
911104060,62333.9
906380140,156054.3
535101020,158666.8
535125070,250658.5
909101100,138670.0
908128060,198452.0
535477150,109531.0
905477010,96962.5
907202050,144174.5
535454100,133366.7
535457040,125273.5
528315030,322200.1
533236040,174000.8
907420080,189062.6
535478010,130663.3
906420130,244940.7
534128100,157070.0
528429050,236407.0
528275080,201162.1
903426180,121960.5
534430080,145519.0
534400030,144624.6
534475100,126325.9
527108090,237408.8
910202050,71521.4
535378020,99587.9
528235130,188588.3
907290070,163585.1
909129100,129324.2
906223080,219062.7
906425045,138584.2
905452120,128733.2
906226100,113252.8
527162130,189077.4
528222020,171012.0
908229020,87029.2
531363050,142354.5
528482090,303952.3
903231060,55378.7
923227080,160087.2
914476430,170904.1
528178090,387260.0
534178010,133782.8
528431020,254904.1
531384070,191751.0
911370530,300139.4
905401100,201851.0
909175080,59979.5
528386040,408721.6
533215030,214783.7
527302080,242162.6
526301100,214989.0
906477110,145860.3
528142020,261643.7
903430070,62592.6
527256120,450298.0
905451330,165293.5
528354060,269767.5
923229110,151022.7
528222090,173589.8
907290040,212877.0
534451050,121520.5
908152270,160651.2
526302030,149951.6
535382150,91019.1
535180020,153014.0
907401080,218208.3
902302150,90045.4
535325320,115075.2
903233050,137467.8
916403020,192603.4
905107320,150516.3
528186130,373417.4
907181120,194899.0
907275030,230676.2
903456110,192673.2
906380110,232587.6
909425010,214786.0
914453045,349024.5
906394040,224596.0
904100100,202284.0
903233180,127477.9
905200350,146730.6
902205090,113881.3
528235170,221326.7
535151100,134098.5
528292040,180915.5
906203140,269273.2
910205020,78005.4
533250130,239638.4
903225160,106906.5
907295040,226396.8
528110100,455890.2
532376110,129066.4
528290140,173284.9
535401140,160082.4
905226050,168999.4
534478230,147010.3
535451190,108390.7
905476160,113276.9
907290140,143459.8
909277100,163406.6
904101070,223573.9
534427040,148801.8
528240020,207218.2
916455050,190923.8
903232090,162798.9
903226130,113166.7
528250070,210997.5
528218080,161326.6
528431080,227626.3
528431120,262855.2
528228375,226511.4
906385020,186909.9
908103320,127548.9
527105050,187385.4
534275170,138754.7
907202190,135064.7
534128190,233043.4
923227030,151579.8
905426100,170890.0
906201022,190171.5
905103140,155150.9
909251040,146449.6
916125360,161601.6
921205070,303086.8
906340120,289848.6
905427030,208646.7
907187080,187251.0
528231030,188466.6
911370430,330957.6
923203100,192694.1
528366040,350661.0
902477130,55797.9
905101310,127206.4
528275070,232340.9
531380080,233936.2
903236010,126323.0
527163130,180777.4
909250030,70054.7
527105070,194619.8
907131120,210986.4
911175440,80420.4
535402120,173365.6
908250090,108867.7
527107130,174125.8
535476360,187021.3
535452090,127968.0
535456100,110851.3
903401070,164953.6
908154235,209813.4
909275080,204825.1
528458070,215175.9
906380100,239007.4
535404080,129846.6
902102080,110040.6
533254130,188393.8
528439040,224975.3
528290120,178787.6
905202190,234895.8
902329080,133111.3
905226130,146846.8
916382100,380276.5
903430090,117023.2
903230100,108321.5
916386020,179808.1
906223110,226477.2
910226040,147398.2
535125090,193074.9
528108040,412073.5
903481120,124567.5
908152080,140983.8
531375090,137511.0
533350050,296679.2
528456190,213389.0
527402060,150916.4
906402200,312050.4
903454090,141406.1
533352075,202602.4
528172060,246057.0
904100040,134467.9
533130130,362122.2
923230040,187802.9
903235020,86352.9
902406020,110021.5
903226170,117751.4
907175060,216433.2
528490080,207396.3
923251160,117871.7
527452100,133594.5
906204180,235512.3
527162180,179634.2
528118050,490195.3
905107220,171481.5
527212050,311690.5
906402060,249782.5
902206220,160962.1
528220040,176909.6
535402230,146715.8
905426010,242799.4
905352030,200104.6
906392070,194691.9
909275040,151692.0
909425130,194090.5
909101060,67508.9
905104240,108562.9
909475040,314973.3
527105130,264853.9
907200230,124005.6
528102110,434052.9
531475220,152155.4
907280040,225222.1
527276150,140902.2
908225180,97834.8
534431050,208585.4
909250060,169017.2
907410050,213555.3
534128020,194280.5
527358140,190044.8
909475230,244431.1
914476330,210037.8
905101450,142591.4
923252100,128542.6
533242080,193495.2
923228370,92989.9
909100150,108000.8
534425080,181796.9
909428120,228900.2
527108030,246636.4
923205015,180777.7
533208080,162128.0
526354020,192004.8
905101200,108278.5
905200260,164955.3
528228565,193530.1
534176140,156014.7
903231190,115006.6
910203020,96995.1
902400090,96746.2
528222010,266067.6
528102030,419889.2
909179020,197994.6
903427120,129853.9
907412040,186518.5
535353050,124988.5
904301410,124835.3
910200040,115791.3
905301050,301989.3
903457130,108661.5
909250230,151191.3
907194110,194227.9
527302110,213046.0
921205030,383184.8
528166120,429669.2
527146030,236510.7
535426350,149063.5
902206130,122989.7
907131190,214045.3
909254140,110301.4
905101100,94080.1
528376010,334401.5
902329030,174560.6
535304170,136056.5
907420050,184968.0
535380130,80022.3
528429060,258810.1
528240040,161436.8
909428110,165685.1
909275110,237987.7
534276010,119937.5
535425040,188198.4
902300215,143961.0
916460070,201948.3
528429100,284243.8
903206170,209776.8
907187040,235369.2
923227100,141892.3
903453080,202380.2
923225260,151401.8
533212130,147927.0
907180120,221794.9
902306130,160852.5
527254070,319057.1
904351040,66412.4
528390210,248112.0
909428190,232255.4
528363130,369432.4
904351280,132625.4
907262030,206414.0
923400025,175426.2
907295020,216177.6
914452090,171074.8
535152010,131371.5
909251030,138977.3
908228040,130714.2
528102090,356304.4
905478030,148818.7
535402180,118986.5
923202220,143396.2
535126010,199274.8
528482130,234484.0
909280030,245029.3
906380050,224828.8
909252110,173569.3
906380190,191646.0
534175100,150590.3
532476080,299897.4
903476090,131734.7
535452140,103768.4
527455030,136486.0
531452260,184007.7
531380110,201144.1
527110120,176829.1
535383110,105977.7
908152180,141045.7
908186080,140882.8
902106010,144009.4
527182020,167382.7
535403030,128535.4
923201020,156531.2
902110120,110654.7
533215020,251656.8
906225210,158382.4
533208090,191984.1
534400050,157873.0
534276290,104680.9
528445020,230937.0
534403410,165738.5
533238045,268042.1
908276230,114928.7
908203100,98304.1
531451280,189164.5
907180050,197755.2
534403050,139749.1
907410080,213015.3
527106010,224567.1
904302260,115680.8
528290190,162425.6
911370500,230598.8
528292060,229457.4
535457020,156547.1
907227060,120840.1
923275010,147298.2
528477020,249516.0
923204150,138778.5
528106120,252048.1
532479050,128993.7
905200100,127107.2
528176010,494799.0
906394050,176526.0
914478045,149871.0
902125080,111667.6
528102100,317861.0
527212030,552671.0
914452060,144127.6
902330040,167986.1
531453140,143946.4
907227030,135246.7
534250335,167412.7
534430090,124020.9
527108040,239842.8
909254070,199960.0
531363080,141263.8
903201080,170590.9
916382110,316584.7
534429030,103176.6
903475100,130268.3
534426040,145658.9
902328040,127992.6
528174080,186204.8
902400110,321613.4
923226150,146846.3
909277090,155040.8
907250050,311245.2
527254020,384090.3
909276010,191788.1
535455060,112573.5
903226060,170320.9
535325460,175561.0
533252020,164644.9
902103170,96428.4
905105040,115000.1
908128110,193311.3
907202080,128975.8
534127230,150137.6
905102060,135304.7
528482010,253275.5
534430110,138659.7
533352150,146574.3
916386140,201244.2
908188140,169864.4
531451030,179281.4
905200490,120698.0
535302200,122533.9
907414080,173588.8
533241010,200001.6
909256060,131607.6
527250040,132718.3
527165010,186336.6
902300020,184874.2
528222080,169618.1
907196020,204952.7
531371050,179878.3
534276160,120028.8
535150280,136125.7
528315070,285826.1
907412090,184880.4
909254050,184223.0
923229100,204790.6
528250030,214135.6
527353080,172064.2
908152110,152979.7
528429090,355508.5
533210060,158803.6
527225035,193764.4
