PID,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Yr_Blt,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Longitude,Latitude,Sale_Price
902402250,Two_Family_conversion_All_Styles_and_Ages,Residential_Medium_Density,60,11340,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,TwoFmCon,Two_Story,Below_Average,Above_Average,1885,1950,Gable,CompShg,VinylSd,AsbShng,None,0,Typical,Typical,PConc,Typical,Typical,No,Unf,7,Unf,0,777,777,GasA,Good,Y,SBrkr,1246,1044,0,2290,0,0,2,0,4,2,Typical,11,Typ,0,No_Fireplace,Detchd,1971.0,Unf,2,560,Typical,Typical,Dirt_Gravel,0,0,114,0,0,0,No_Pool,No_Fence,None,0,4,2010,WD ,Normal,-93.608752,42.02916,122500
528175060,One_Story_PUD_1946_and_Newer,Residential_Low_Density,34,5001,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,Twnhs,One_Story,Good,Average,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166,Good,Typical,PConc,Good,Typical,No,GLQ,3,Unf,0,410,1314,GasA,Excellent,Y,SBrkr,1314,0,0,1314,1,0,2,0,2,1,Good,6,Typ,1,Good,Attchd,2008.0,RFn,2,626,Typical,Typical,Paved,172,62,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.650244,42.058336,230000
528186120,One_Story_PUD_1946_and_Newer,Residential_Low_Density,68,7820,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,Norm,Norm,TwnhsE,One_Story,Excellent,Average,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362,Excellent,Typical,PConc,Excellent,Typical,No,Unf,7,Unf,0,1869,1869,GasA,Excellent,Y,SBrkr,1869,0,0,1869,0,0,2,0,2,1,Excellent,6,Typ,1,Good,Attchd,2007.0,RFn,2,617,Typical,Typical,Paved,210,54,0,0,0,0,No_Pool,No_Fence,None,0,12,2007,New,Partial,-93.652054,42.05738,318061
535457070,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,7000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Below_Average,1961,1961,Hip,CompShg,BrkFace,BrkFace,None,0,Typical,Typical,CBlock,Typical,Typical,No,GLQ,3,Unf,0,369,1150,GasA,Typical,Y,SBrkr,1150,0,0,1150,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Attchd,1961.0,RFn,1,288,Typical,Typical,Paved,0,0,0,0,162,0,No_Pool,No_Fence,None,0,7,2006,WD ,Normal,-93.606744,42.034708,146000
907131060,Two_Story_1946_and_Newer,Residential_Low_Density,57,10021,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Above_Average,Above_Average,1997,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,Good,PConc,Good,Typical,No,GLQ,3,Unf,0,96,635,GasA,Excellent,Y,SBrkr,646,662,0,1308,1,0,2,1,3,1,Good,6,Typ,0,No_Fireplace,Attchd,1997.0,RFn,2,497,Typical,Typical,Paved,142,54,0,0,0,0,No_Pool,No_Fence,None,0,5,2007,WD ,Normal,-93.690402,42.020966,175000
909254010,Two_Story_1945_and_Older,Residential_Low_Density,53,7155,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,Two_Story,Good,Very_Good,1918,1990,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,BrkTil,Typical,Fair,Mn,Unf,7,Unf,0,600,600,GasA,Excellent,Y,SBrkr,628,600,0,1228,0,0,1,0,3,1,Typical,6,Typ,1,Good,Detchd,1918.0,Unf,1,215,Fair,Typical,Paved,0,113,0,0,195,0,No_Pool,Minimum_Privacy,None,0,5,2009,WD ,Normal,-93.644704,42.016957,137000
535453210,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,7931,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Above_Average,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,BLQ,2,LwQ,532,363,1269,GasA,Typical,Y,FuseA,1269,0,0,1269,0,0,1,1,3,1,Typical,6,Typ,1,Fair,Detchd,1964.0,Unf,1,308,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,-93.606788,42.037291,155000
535377070,One_Story_1945_and_Older,Residential_Low_Density,60,10914,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Artery,Norm,OneFam,One_Story,Fair,Fair,1929,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Fair,CBlock,Typical,Typical,Mn,Unf,7,Unf,0,715,715,GasA,Fair,N,FuseP,715,0,0,715,0,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Detchd,1967.0,Unf,2,660,Fair,Typical,Dirt_Gravel,0,0,75,0,112,0,No_Pool,No_Fence,None,0,8,2006,WD ,Normal,-93.610772,42.037097,68000
906378120,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,71,9178,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Very_Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306,Good,Typical,PConc,Good,Typical,Av,Unf,7,Unf,0,1643,1643,GasA,Excellent,Y,SBrkr,1651,0,0,1651,0,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,2007.0,Fin,3,870,Typical,Typical,Paved,204,64,0,0,0,0,No_Pool,No_Fence,None,0,9,2007,New,Partial,-93.690342,42.025666,250000
909101140,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,10998,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Average,Average,1941,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,Typical,CBlock,Typical,Typical,No,LwQ,4,BLQ,420,156,984,GasA,Excellent,Y,SBrkr,984,620,0,1604,0,0,2,0,3,1,Typical,6,Min2,0,No_Fireplace,Detchd,1977.0,Unf,2,660,Typical,Typical,Paved,0,68,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.655674,42.022091,117000
907275150,Two_Story_1946_and_Newer,Residential_Low_Density,0,12728,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Very_Good,Average,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,256,Good,Typical,PConc,Good,Typical,Mn,GLQ,3,Unf,0,333,1531,GasA,Excellent,Y,SBrkr,1531,908,0,2439,1,0,2,1,4,1,Good,7,Typ,1,Typical,Attchd,2001.0,Fin,2,560,Typical,Typical,Paved,184,121,0,0,0,0,No_Pool,No_Fence,None,0,1,2007,WD ,Normal,-93.681196,42.018864,275000
526351030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,87,11029,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Very_Good,1958,2002,Hip,CompShg,MetalSd,MetalSd,None,0,Excellent,Typical,CBlock,Good,Typical,No,ALQ,1,BLQ,411,245,1184,GasA,Excellent,Y,SBrkr,1414,0,0,1414,1,0,1,0,3,1,Typical,6,Min1,1,Typical,Attchd,1990.0,Unf,2,601,Typical,Typical,Paved,0,51,0,0,190,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,-93.6188286,42.0525525,176500
905108220,Split_Foyer,Residential_Low_Density,74,8740,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,SFoyer,Average,Above_Average,1982,1982,Hip,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,Av,ALQ,1,Unf,0,168,840,GasA,Typical,Y,SBrkr,860,0,0,860,1,0,1,0,2,1,Typical,4,Typ,0,No_Fireplace,Detchd,1996.0,Unf,2,528,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.671369,42.031138,137000
535152230,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,8400,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Fair,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Rec,661,628,1478,GasA,Good,Y,SBrkr,1478,0,0,1478,1,0,1,1,3,1,Typical,6,Typ,2,Good,Attchd,1957.0,RFn,2,442,Typical,Typical,Paved,114,0,0,0,216,0,No_Pool,No_Fence,None,0,6,2009,WD ,Normal,-93.61864,42.044125,156500
903226130,One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,50,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_and_Half_Fin,Below_Average,Above_Average,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,Typical,BrkTil,Typical,Typical,No,BLQ,2,Unf,0,0,672,GasA,Typical,Y,SBrkr,757,567,0,1324,0,0,1,0,3,1,Typical,6,Typ,0,No_Fireplace,Detchd,1936.0,Unf,1,240,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.624564,42.033406,128000
535377090,Duplex_All_Styles_and_Ages,Residential_Low_Density,64,6979,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,Duplex,SFoyer,Above_Average,Average,1980,1980,Gable,CompShg,Plywood,Plywood,None,0,Typical,Typical,CBlock,Typical,Typical,No,GLQ,3,Unf,0,0,1056,GasA,Good,Y,SBrkr,1056,0,0,1056,2,0,0,0,0,2,Typical,4,Typ,0,No_Fireplace,Detchd,1980.0,Unf,2,576,Typical,Typical,Paved,264,56,0,0,0,0,No_Pool,Good_Privacy,Shed,600,6,2010,WD ,Normal,-93.6116762,42.0372097,144000
906226070,Duplex_All_Styles_and_Ages,Residential_Low_Density,64,7018,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,Duplex,One_Story,Average,Average,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Fair,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Typical,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,Typical,8,Typ,0,No_Fireplace,Attchd,1979.0,Unf,2,410,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,6,2009,WD ,Alloca,-93.679784,42.031622,118964
528110020,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,105,13693,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Northridge_Heights,PosA,PosA,OneFam,One_Story,Very_Excellent,Average,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,472,Excellent,Typical,PConc,Excellent,Typical,Gd,GLQ,3,Unf,0,342,2630,GasA,Excellent,Y,SBrkr,2674,0,0,2674,2,0,2,1,2,1,Excellent,8,Typ,2,Good,Attchd,2007.0,Fin,3,762,Typical,Typical,Paved,360,50,0,0,0,0,No_Pool,No_Fence,None,0,3,2009,WD ,Normal,-93.657835,42.062789,610000
910205010,Split_or_Multilevel,Residential_Medium_Density,75,6000,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,SLvl,Average,Average,1967,1967,Hip,CompShg,HdBoard,Plywood,None,0,Fair,Typical,CBlock,Good,Typical,Mn,Rec,6,Unf,0,367,624,GasA,Excellent,Y,SBrkr,1092,564,0,1656,0,0,1,1,3,1,Typical,7,Mod,1,Poor,Attchd,1967.0,Unf,1,288,Typical,Typical,Paved,0,180,0,0,100,0,No_Pool,Minimum_Privacy,None,0,7,2008,WD ,Normal,-93.6258429,42.0214037,126000
534252040,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9503,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Average,Average,1958,1983,Hip,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,ALQ,1,Rec,374,193,1024,GasA,Typical,Y,SBrkr,1344,0,0,1344,1,0,1,0,2,1,Typical,6,Min1,1,Typical,Detchd,1970.0,Unf,1,484,Typical,Typical,Paved,316,28,0,0,0,0,No_Pool,Good_Wood,None,0,6,2007,WD ,Normal,-93.624758,42.044758,144000
534401190,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Norm,Norm,OneFam,One_Story,Above_Average,Above_Average,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Typical,Typical,No,Rec,6,Unf,0,244,1136,GasA,Typical,Y,SBrkr,1136,0,0,1136,1,0,1,0,3,1,Typical,5,Typ,1,Good,Attchd,1965.0,RFn,1,384,Typical,Typical,Paved,426,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,-93.629884,42.040112,140000
905104240,Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,70,8425,Pave,No_Alley_Access,Regular,Lvl,AllPub,FR3,Gtl,Sawyer,Feedr,Norm,TwoFmCon,One_Story,Average,Above_Average,1971,1990,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,Typical,CBlock,Good,Typical,Av,GLQ,3,Unf,0,20,768,GasA,Good,Y,SBrkr,868,0,0,868,1,0,1,0,2,1,Typical,6,Typ,0,No_Fireplace,Detchd,1989.0,Unf,2,576,Typical,Typical,Paved,138,0,0,0,0,0,No_Pool,Good_Privacy,None,0,5,2007,WD ,Normal,-93.678149,42.029562,119900
527302080,One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,0,13837,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Northwest_Ames,Norm,Norm,OneFam,One_and_Half_Fin,Good,Average,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178,Good,Good,PConc,Good,Good,No,GLQ,3,LwQ,202,0,1204,GasA,Good,Y,SBrkr,1377,806,0,2183,0,0,2,1,4,1,Good,9,Typ,0,No_Fireplace,Attchd,1988.0,Unf,3,786,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2006,WD ,Normal,-93.637874,42.054367,229000
534425310,Split_Foyer,Residential_Low_Density,80,8800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,North_Ames,Feedr,Norm,OneFam,SFoyer,Above_Average,Good,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156,Typical,Good,PConc,Typical,Typical,Gd,GLQ,3,Unf,0,173,936,GasA,Excellent,Y,SBrkr,1054,0,0,1054,1,0,1,0,3,1,Good,6,Typ,0,No_Fireplace,Attchd,1963.0,RFn,2,480,Typical,Typical,Paved,120,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,5,2010,WD ,Abnorml,-93.625728,42.040391,137500
533212150,Two_Story_PUD_1946_and_Newer,Floating_Village_Residential,34,3604,Pave,Paved,Regular,Lvl,AllPub,Corner,Gtl,Somerset,Norm,Norm,TwnhsE,Two_Story,Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,No,Unf,7,Unf,0,689,689,GasA,Excellent,Y,SBrkr,703,689,0,1392,0,0,2,0,2,1,Good,5,Typ,0,No_Fireplace,Detchd,2007.0,Unf,2,540,Typical,Typical,Paved,0,102,0,0,0,0,No_Pool,No_Fence,None,0,2,2008,WD ,Abnorml,-93.644891,42.047548,146000
907200250,Split_or_Multilevel,Residential_Low_Density,72,9720,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,SLvl,Average,Good,1977,1977,Gable,CompShg,Plywood,VinylSd,BrkFace,51,Typical,Typical,CBlock,Typical,Excellent,Av,ALQ,1,Unf,0,240,995,GasA,Typical,Y,SBrkr,1009,0,0,1009,0,0,2,0,3,1,Typical,6,Typ,1,Fair,Detchd,1977.0,Unf,2,576,Typical,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,6,2007,WD ,Normal,-93.6874333,42.0218643,160000
908250030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,74,10206,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Fair,Fair,1952,1952,Flat,Tar&Grv,BrkComm,Brk Cmn,None,0,Typical,Typical,Slab,No_Basement,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasW,Fair,N,FuseF,944,0,0,944,0,0,1,0,2,1,Fair,4,Min1,0,No_Fireplace,Detchd,1956.0,Unf,2,528,Typical,Fair,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD ,Normal,-93.664812,42.019004,82000
921126030,One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,79,11449,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Timberland,Norm,Norm,OneFam,One_Story,Very_Good,Average,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0,Good,Typical,PConc,Good,Typical,Av,GLQ,3,Unf,0,873,1884,GasA,Excellent,Y,SBrkr,1728,0,0,1728,1,0,2,0,3,1,Good,7,Typ,1,Good,Attchd,2007.0,Fin,2,520,Typical,Typical,Paved,0,276,0,0,0,0,No_Pool,No_Fence,None,0,1,2008,WD ,Normal,-93.653218,41.99312,298751
